"from","to","ownership_id","date","amount"
"54626369955","40س996","955140","2017-06-18","384357000"
"64564423622","26ط847","446115","2017-06-22","220031000"
"64564423622","46ی816","345617","1987-08-31","49662000"
"95233551134","8367181876","735465","1975-07-16","455767000"
"95233551134","2494729673","452630","1972-05-23","760555000"
"95233551134","12ج967","216071","1974-07-07","76739000"
"95233551134","30ر863","949102","2019-04-15","42737000"
"70063212261","53س062","652128","2009-09-09","264468000"
"61273562135","8356010838","930969","1993-10-29","383937000"
"61273562135","41س959","345464","1999-01-28","334234000"
"33687321708","2726417679","604912","2013-03-20","627685000"
"33687321708","5346991840","190195","1975-04-29","466694000"
"33687321708","79ی438","753586","1992-10-23","291276000"
"33687321708","39ج405","221947","2011-07-03","248487000"
"92772498389","58س702","442297","1984-01-31","219875000"
"92772498389","98ط354","538423","1988-01-14","295851000"
"95238551036","34ج169","381813","1997-10-17","315007000"
"82746629986","6634672425","288938","1995-10-02","463531000"
"91521441329","1805542979","823399","1991-05-27","317179000"
"91521441329","47ر821","941533","2009-07-19","323888000"
"91521441329","63ر120","847282","2019-03-26","130742000"
"91521441329","56ب180","232022","2004-05-17","383545000"
"55881373051","3903591146","309802","1975-04-23","582232000"
"55881373051","7307516239","222428","2012-07-16","427586000"
"55881373051","74س546","673468","1990-01-06","196183000"
"55881373051","98ی134","891808","2012-02-07","279773000"
"55881373051","77ی512","982566","2017-12-24","66636000"
"91602400562","11ی376","585430","2007-07-15","394878000"
"96638178281","12ج733","978957","1987-08-22","183527000"
"75722064735","1063281525","440914","2012-03-21","158874000"
"75722064735","45س656","530427","2017-03-18","285988000"
"75722064735","68ج175","397767","1974-05-21","306790000"
"75722064735","26ی190","475374","1998-02-14","341375000"
"41657147958","3081370974","203193","1986-04-20","601727000"
"41657147958","4169782108","606006","2012-11-17","519283000"
"41657147958","71و944","722211","1985-07-23","129579000"
"41657147958","28ی787","196060","2011-03-18","300126000"
"41657147958","97ی172","832833","1988-01-21","232397000"
"27287084118","9141843530","495674","2017-07-14","401303000"
"27287084118","3701453378","491293","1991-06-26","478343000"
"40736659316","25ب725","795662","1991-04-24","195144000"
"26672877051","7953247817","378053","1973-03-17","272839000"
"26672877051","90ب816","112801","2013-03-20","126025000"
"41720377740","88ق057","983726","1985-08-04","118304000"
"18017114196","5496878209","577524","1983-10-12","601156000"
"18017114196","9241101385","830187","2016-04-28","423909000"
"18017114196","62ط516","985986","1974-12-09","69854000"
"18017114196","40ق575","153738","1991-09-16","49602000"
"52084373654","8557814066","216393","1981-03-15","198104000"
"52084373654","67ی990","762010","1973-03-29","358905000"
"52084373654","15س135","773449","1988-03-28","141349000"
"63687630510","2683996180","128702","2010-10-01","797241000"
"63687630510","90ر421","258138","1988-07-11","138355000"
"94717718790","8802711264","950247","2001-02-20","508519000"
"94717718790","46س807","472429","1990-06-09","148130000"
"94717718790","48ب386","799630","2002-02-28","63107000"
"94717718790","23ط905","272646","1972-12-21","281081000"
"97548173011","9211458199","131544","1996-06-05","421786000"
"97548173011","6353184474","701222","1972-12-07","592987000"
"97548173011","96ب905","592188","1972-09-03","165452000"
"97548173011","37ج529","413165","1995-11-04","243303000"
"97548173011","80س144","151926","2001-12-11","79946000"
"26932653811","16ج258","445676","2003-07-11","364463000"
"26932653811","47ی174","637386","2019-04-26","166101000"
"26932653811","66ی560","935047","1975-07-28","302525000"
"51290202109","2528012157","298052","1976-08-09","652523000"
"51290202109","20ی945","500469","2019-10-15","241497000"
"51290202109","45ب182","791054","2005-03-23","20453000"
"51290202109","42ی745","504652","2001-11-21","342083000"
"35324650449","3066962513","809031","2002-03-19","253994000"
"35324650449","93و344","571415","1983-11-21","32048000"
"35324650449","28ط965","828902","2009-09-20","332391000"
"35324650449","30ب804","143283","2000-05-22","155567000"
"70954780670","7864693357","525121","1996-06-29","345327000"
"70954780670","63ب513","987703","1994-07-23","137424000"
"95753085939","5509288268","564335","1983-09-18","466135000"
"95753085939","4837281000","996122","1978-02-15","782047000"
"57026533806","2255774160","499761","1987-08-03","667709000"
"59096213212","4239909545","695810","1978-07-06","515617000"
"44407377014","6267017930","422431","1970-09-21","185919000"
"44407377014","6212357336","977191","2006-08-01","570278000"
"44407377014","63و156","247537","1972-10-08","270587000"
"44407377014","53س033","909831","2004-07-13","225045000"
"84336233799","10و275","214487","2006-04-27","189140000"
"84336233799","57ر757","266367","2016-12-17","341969000"
"43893956689","1470685207","509059","1998-01-09","607604000"
"43893956689","64و658","386816","1984-12-09","46820000"
"43893956689","68ی097","924695","2018-05-05","270516000"
"86159566489","1460803882","697773","1974-10-31","486649000"
"86159566489","99ی213","209183","1985-08-21","366183000"
"86159566489","98س817","164135","1998-06-22","52941000"
"60988384750","8237811550","105828","1985-02-02","586025000"
"64967006510","12ج840","191498","2015-02-02","318527000"
"83155650471","18س102","451129","1998-09-25","25340000"
"83155650471","28ر723","119544","1971-08-04","199694000"
"83155650471","43ج405","491230","2007-01-05","383366000"
"89659785624","59و653","571370","2005-03-11","163625000"
"89659785624","38ط146","457543","1980-07-07","253106000"
"64798154097","79ر068","320571","2003-06-24","20787000"
"32936561215","9900231829","219174","1996-11-21","674660000"
"32936561215","2251288108","809426","2012-01-23","465441000"
"65726580323","7875881647","135602","1973-06-21","149878000"
"65726580323","6695263528","277751","1995-08-21","328237000"
"65726580323","66س342","277390","1993-11-18","270348000"
"71440243855","52ب284","625763","2003-02-20","134431000"
"71440243855","69ر724","804688","1986-04-04","48313000"
"57372130028","1155086275","269732","2015-03-28","656427000"
"57372130028","8378814289","374843","2001-01-31","586935000"
"57372130028","96ق840","849286","2009-04-10","210488000"
"57372130028","91س740","101399","1994-01-15","84864000"
"98000133558","2370400952","867772","2016-03-07","604115000"
"98000133558","1602930824","659669","1976-09-02","613761000"
"98000133558","71و239","719219","1990-06-15","55432000"
"98000133558","37ر235","817309","1983-11-28","207986000"
"98000133558","96س756","483577","1977-01-21","22701000"
"88268017444","2951722363","408855","2007-11-03","132747000"
"88268017444","41ر452","427686","1975-05-03","292396000"
"88268017444","82ی406","433307","2013-06-29","50733000"
"88268017444","67ی506","254064","1973-02-20","317599000"
"48003002717","3512568065","430354","1995-03-16","685802000"
"48003002717","4625974233","516345","1978-02-01","306485000"
"28412129561","56س400","124965","1974-04-10","28913000"
"28412129561","72ط515","206358","1977-02-05","168308000"
"31555569495","3385126968","979530","2019-09-01","256817000"
"31555569495","8223923831","411085","1997-06-06","281661000"
"31555569495","92و308","713299","1975-05-13","216426000"
"89714980562","7618514242","425492","1972-06-21","423742000"
"89714980562","6680401869","487377","2002-02-27","595974000"
"83231779903","6026753212","786040","1974-10-30","458322000"
"83231779903","6080193986","544115","2009-09-23","234785000"
"83231779903","49ط555","253807","1982-12-09","295036000"
"66704508622","1374959331","317118","2008-08-17","677767000"
"66704508622","7953655636","358192","1973-05-30","761903000"
"66704508622","70س401","560566","1993-04-19","141218000"
"66704508622","16و500","904689","2010-11-24","388974000"
"26526087600","35ر280","330234","1992-01-13","87634000"
"26526087600","77و011","576249","1988-04-08","132323000"
"63464092716","2023432928","390979","1987-12-11","750462000"
"63464092716","6431987011","353328","1982-11-18","742376000"
"63464092716","45و928","710442","2019-11-08","212724000"
"63464092716","77ب870","713083","2003-11-23","30445000"
"63464092716","15ب617","381064","1999-08-05","380984000"
"21056700035","4334348054","132918","1995-09-09","300566000"
"19786779146","8521676353","764743","1984-05-15","185798000"
"19786779146","4667543336","152711","1992-01-08","156596000"
"19786779146","52س858","113519","1993-11-24","274488000"
"19786779146","22س039","912570","1978-02-13","183437000"
"69232377513","32ب541","380907","1974-11-08","157062000"
"69232377513","57س831","720400","1980-02-16","234810000"
"11885460568","2543244083","743368","2006-07-29","454660000"
"11885460568","78س912","210029","2016-02-11","231646000"
"87069097083","9374011304","953040","1993-10-15","170117000"
"87069097083","57ر354","327231","2015-07-04","377284000"
"26705361270","3555774788","333220","1985-06-09","570358000"
"26705361270","33س196","771529","2010-09-06","37222000"
"65847560739","17ب744","637341","1992-02-09","279400000"
"65847560739","67ط291","655525","2001-06-10","202660000"
"14568025356","9837724176","924572","2005-06-26","289874000"
"14568025356","9720523294","360922","1992-10-23","466809000"
"14568025356","68ج434","148404","1979-06-18","63223000"
"14568025356","94ب785","859197","2014-02-06","59544000"
"14568025356","14ج367","612453","1975-11-27","251943000"
"46742290250","87ب569","600509","1984-11-12","373952000"
"94760033585","3089941884","231168","2010-11-14","792990000"
"94760033585","9375992817","951184","1970-03-20","455626000"
"16034881468","3401207499","902819","1970-12-31","765461000"
"74798874882","5977832320","311742","1987-03-27","774546000"
"74798874882","7977018121","491349","1980-12-09","379291000"
"73035527501","2668594467","589448","2009-01-01","756316000"
"73035527501","30ی969","724490","1998-04-09","241832000"
"73035527501","19ر025","757420","1971-03-10","394738000"
"31044533757","85س780","792753","1977-10-14","57608000"
"31044533757","19ب186","821526","1982-12-23","214293000"
"56808317058","8882286825","873326","1996-03-09","710086000"
"56808317058","22ج115","289260","1994-11-30","372944000"
"56808317058","45ط681","921107","2011-08-30","207442000"
"56808317058","82ج751","890100","1991-12-23","221788000"
"56989074473","4768598113","420807","2004-05-03","565911000"
"56989074473","20ر967","998900","1986-06-03","309376000"
"56989074473","65و832","134099","2012-09-11","49308000"
"56989074473","19ر639","746504","2017-11-28","151290000"
"22876189977","8906705032","667754","1972-03-30","155052000"
"22876189977","75س841","988405","2008-12-10","193232000"
"54074980976","7442994399","978205","2000-02-03","565218000"
"54074980976","1641895547","602267","1994-08-30","422823000"
"54074980976","66ب004","546659","1985-04-27","103453000"
"54074980976","92ط895","813620","2005-07-07","370709000"
"14952124375","7930871210","672386","1986-12-19","522070000"
"14952124375","4108103979","507526","2001-01-26","774357000"
"14952124375","74ی763","119704","1984-07-19","368794000"
"14952124375","35ج717","871831","2018-02-15","237660000"
"14952124375","49ب343","943880","2012-10-14","345313000"
"94024951161","8405062051","315523","1974-10-14","230545000"
"94024951161","10ج644","950057","2000-04-24","258127000"
"94024951161","92ق095","566651","1983-03-03","76453000"
"35344612249","6886391104","290247","1987-05-22","481098000"
"35344612249","3173505186","443870","2019-11-02","443405000"
"80230565216","2928334051","118650","1983-05-14","198236000"
"80230565216","4817770387","513890","1974-09-03","189551000"
"76830029245","42ب107","423717","1986-11-28","213449000"
"76830029245","24ر976","791556","2018-10-02","253477000"
"64975161641","3275514180","242225","1979-05-26","601932000"
"34357188597","5383161793","122657","2002-07-09","117024000"
"34357188597","84ب812","344388","2018-04-03","197525000"
"34357188597","22ط751","677075","2007-10-01","60455000"
"27679193755","6897589906","889261","1985-08-25","149776000"
"27679193755","3747313450","457205","1997-10-22","158281000"
"27679193755","74و144","996626","1982-09-24","180185000"
"71136562353","31ب309","669458","2002-10-31","78499000"
"53801986523","3516074311","655894","2001-03-20","736445000"
"53801986523","67ی469","939976","2011-02-20","148629000"
"25482166359","8885335677","749054","2012-05-15","340803000"
"25482166359","19ج108","350101","1977-12-24","64568000"
"19638489712","8131456175","813507","2005-07-07","372608000"
"19638489712","5637967486","685612","1985-06-20","555269000"
"19638489712","22ی995","781714","1971-02-14","42343000"
"19638489712","68ق584","951625","1998-04-25","25422000"
"19638489712","77س743","782531","1976-04-24","243301000"
"62367973238","4286962123","821340","1984-08-02","375705000"
"62367973238","3292793626","820045","2005-07-18","380218000"
"62367973238","31ج526","920555","1978-01-15","50225000"
"62367973238","43ق636","649992","2003-04-22","49638000"
"17050615870","3616571855","698348","2002-02-26","178792000"
"17050615870","6518031783","840190","1994-04-20","106583000"
"39999207689","5652186177","682720","1991-05-18","134607000"
"26275243519","4744945847","724751","2006-01-13","392258000"
"26275243519","98ر175","252230","2016-03-08","116663000"
"26275243519","42و588","699429","1991-09-17","62102000"
"26275243519","67ی649","265956","1982-12-03","268637000"
"45098218138","6905091523","935482","2005-04-26","576295000"
"45098218138","86ب117","778254","2003-12-02","90509000"
"45098218138","28ج667","997482","1982-09-12","141250000"
"45098218138","96ج748","610282","1989-07-11","278210000"
"86959270945","1906386091","281125","2007-07-09","766702000"
"86959270945","8417115890","965540","1984-02-24","745491000"
"86959270945","20ط729","919027","1987-11-16","175285000"
"86959270945","85ج949","146483","1977-05-10","116100000"
"56227980841","1670331434","990619","1995-09-14","402309000"
"56227980841","55ی655","176576","1999-05-26","143580000"
"85957427031","9923793208","986957","2014-04-06","761271000"
"85957427031","18ق347","724731","1980-07-23","252651000"
"85957427031","82ج356","264303","2015-08-25","193043000"
"85957427031","67ی893","409116","1978-01-12","231277000"
"82520765245","6538884388","623260","1981-02-21","445567000"
"82520765245","54ر087","775850","1985-11-09","219539000"
"82520765245","36ق990","710671","2010-11-25","341983000"
"91298814505","24ج098","757509","2006-03-20","331740000"
"91298814505","23ق750","671080","1986-01-07","374860000"
"91298814505","31س314","535910","1995-04-07","383470000"
"24083403818","3021690844","588794","1978-02-18","445229000"
"24083403818","39ب766","779402","2018-10-22","373922000"
"24083403818","83ب482","983734","1981-07-16","113329000"
"24083403818","85ط854","354458","1970-12-13","210485000"
"51217095468","21س114","747919","2009-02-22","270420000"
"51217095468","39ج488","981516","2017-03-30","395601000"
"51217095468","76و716","978999","1970-06-19","212221000"
"68572333184","46و443","417350","1992-06-14","217796000"
"60188599886","73ر504","422644","2001-09-05","223846000"
"89907060342","5734219739","969816","1996-02-14","140847000"
"89907060342","4229134849","799638","1973-08-02","389456000"
"89907060342","98س058","103885","1999-04-04","382955000"
"89907060342","85ر903","112875","1977-12-26","283332000"
"89907060342","63ج992","829624","1979-04-26","136974000"
"52178874347","88ق490","986936","2012-09-30","338099000"
"52178874347","75و123","864570","2005-10-08","360590000"
"21181980227","9835326769","125950","2004-06-05","464214000"
"21181980227","4863351935","993920","1986-03-30","212499000"
"71476539533","3632841188","952075","1995-07-04","606221000"
"28503381423","1814313331","226302","1990-03-10","469374000"
"28503381423","76ب063","593926","2013-09-25","148833000"
"28503381423","16ب844","646594","2005-02-12","297361000"
"73639068391","61ق839","731495","2001-04-20","35128000"
"73639068391","43ی122","184897","2013-02-10","241600000"
"73639068391","59ر932","657019","2004-01-29","338779000"
"19824162278","32ط389","515416","2018-12-02","86824000"
"24397096821","55ر931","236131","2009-08-28","306299000"
"72681250479","2474038335","958263","2002-01-15","249038000"
"72681250479","1941150947","885719","2018-08-04","363057000"
"72681250479","11و748","431686","1997-07-10","367384000"
"46438479357","2218739371","716316","2016-12-12","530079000"
"46438479357","2943076431","231025","1984-10-23","558645000"
"46438479357","38ق822","807852","1999-03-18","310699000"
"21637063028","2110430770","236943","1970-03-12","411631000"
"21637063028","46ق422","247466","1999-04-22","179422000"
"85644133590","2814534139","393104","2008-08-08","276665000"
"85644133590","2941573659","374322","1982-07-19","433912000"
"75576083287","34ط368","700958","2015-01-08","276825000"
"75576083287","99ی724","442863","1973-03-14","27159000"
"93219055303","93ج404","763473","1972-09-26","246591000"
"93219055303","64و497","466205","1971-01-24","221644000"
"22480970390","7520724035","577760","1993-08-16","399847000"
"48384450154","5950494960","590422","1972-01-05","564800000"
"48384450154","20س236","655821","2014-02-27","289305000"
"51861122370","7904255928","348979","1979-06-11","709844000"
"51861122370","69س114","681961","1992-01-28","113207000"
"33422696500","54ر747","752974","1976-12-21","302400000"
"26774927587","8985595774","442533","1998-02-21","748612000"
"26774927587","4460042982","461860","1970-12-11","240976000"
"26774927587","30ر023","643596","1976-04-11","76957000"
"26774927587","35ر587","573764","1979-03-01","256806000"
"61084103388","4352051712","311850","1981-03-20","678626000"
"61084103388","1573789682","568391","1977-02-09","614632000"
"61084103388","89ج388","262817","2018-01-19","203296000"
"61084103388","95ط573","918898","1992-01-12","323547000"
"61084103388","60ر619","303974","2013-08-02","383788000"
"62596071678","8262680481","251751","1994-08-13","391648000"
"62596071678","70ر798","817945","2007-05-22","73662000"
"62596071678","98ط611","589126","2010-10-02","163555000"
"71050928000","54ق675","192145","2005-03-04","380580000"
"71050928000","29ط776","914980","1986-12-27","144538000"
"71050928000","94ط656","275203","1999-10-02","352960000"
"26070477552","5378761077","327767","2008-12-18","528097000"
"26070477552","50و649","698789","2018-04-14","103627000"
"26070477552","74و161","562207","1978-10-04","365229000"
"85800073235","2798756037","451900","1995-05-05","180037000"
"17065816593","16و179","945589","1974-04-05","162164000"
"25271208079","2083562785","114964","2007-02-22","570942000"
"26322934617","6777532800","607172","1977-05-11","781022000"
"26322934617","10ی134","873093","2003-10-14","341372000"
"78055899084","26س306","849814","1971-04-09","147343000"
"78055899084","50س507","872282","1984-03-29","293963000"
"71596391062","59ط774","675954","2000-03-01","48500000"
"87564512992","74ق339","543274","1999-11-10","339187000"
"19958841746","8933226640","206029","1985-03-28","222000000"
"19958841746","80س022","854205","2004-07-03","247882000"
"19958841746","40ر571","955900","1981-06-08","47751000"
"22952986984","4062294122","662974","1990-12-11","683709000"
"22952986984","2760884489","256327","1990-03-15","629957000"
"22952986984","19ب546","651473","1974-03-24","255517000"
"22952986984","56ج115","721396","1975-02-04","309518000"
"74652354384","3709058250","752843","2014-12-15","166464000"
"74652354384","3046948299","117159","1999-12-26","445160000"
"25216888225","4823167805","319280","1977-11-03","322393000"
"48998678336","2825708030","601910","1983-04-28","516301000"
"79940818621","5169454448","248494","2004-06-27","509730000"
"79940818621","82ر147","849444","1974-03-15","66968000"
"79940818621","20ط096","917435","1998-08-29","289341000"
"59538354653","2256281185","887503","2003-08-11","533205000"
"59538354653","8809867046","771778","1985-07-15","395717000"
"90892432765","70ب639","754692","1993-09-15","123341000"
"90892432765","35ب392","361589","2010-12-06","34284000"
"90892432765","78و700","513133","1970-11-05","197957000"
"35471399920","2280835799","524865","1980-04-23","419615000"
"35471399920","6217012273","310589","2006-11-17","108955000"
"35471399920","35ج868","804867","2000-09-06","378984000"
"35471399920","45ر608","784749","2017-11-04","119632000"
"35471399920","90ی954","517242","2009-06-11","255134000"
"88388720358","1584816614","526380","1990-11-27","316314000"
"76285277211","1468848316","896242","2010-08-01","496694000"
"76285277211","3026442645","764098","1993-08-26","370341000"
"76285277211","57س001","769343","2015-06-15","68490000"
"76285277211","25و418","403289","2000-06-07","287490000"
"28831358032","7320843525","993504","1987-07-30","644031000"
"34631628649","8696177543","243410","1992-12-04","184752000"
"34631628649","1404404532","597623","1976-03-15","120232000"
"34631628649","98و811","323759","1979-02-02","167963000"
"69887811911","6625931313","485176","2006-05-07","252850000"
"69887811911","9277061135","132762","1992-01-26","420482000"
"69887811911","17ج076","481809","1982-09-27","93578000"
"69887811911","97ط663","274743","1999-11-10","162715000"
"69887811911","69ی464","417693","1998-06-06","81608000"
"83708222674","6406454776","699051","1994-03-13","777735000"
"83708222674","55ب810","184245","2005-03-18","41013000"
"83708222674","95ق549","197174","1973-08-23","144341000"
"72248446059","4502465322","562817","1973-05-04","719091000"
"72248446059","6192005620","741544","1985-08-17","438586000"
"72248446059","33ر254","840902","2006-11-04","172265000"
"72248446059","37ر831","492932","1976-09-27","247775000"
"72618927611","7072654084","955958","1976-06-30","126768000"
"72618927611","6384272300","521079","1991-04-27","172211000"
"13183362250","60ی404","486985","1981-05-11","225308000"
"56331602861","9414624883","577305","2015-10-13","673917000"
"56331602861","6016513333","101850","1992-05-03","773464000"
"43072548399","2397680335","836675","1970-03-01","355582000"
"43072548399","6395439057","462986","1982-09-22","424589000"
"43072548399","84س004","361722","2013-12-26","32755000"
"43072548399","60س418","940382","1979-11-16","58802000"
"43072548399","59و732","624103","2015-04-12","281945000"
"49583686085","5616893846","998941","1990-01-06","428278000"
"49583686085","2747499477","324518","1981-06-22","729727000"
"36465509965","8678628062","938836","2000-02-02","549300000"
"36465509965","95ط242","123092","2015-02-09","58725000"
"36465509965","57ب501","626974","2007-08-28","46239000"
"45106797334","9100705824","365854","2001-09-17","691454000"
"45106797334","82ج572","435221","2001-07-03","352453000"
"23959636547","5967595042","564577","2000-05-13","703685000"
"23959636547","22ج704","770568","1982-06-14","94478000"
"23959636547","10ر884","350396","1980-12-09","343558000"
"37092325402","2906805316","541123","1973-01-11","442020000"
"12237591727","5576449316","482668","1986-10-10","708632000"
"12237591727","1003144147","439489","1979-03-04","291960000"
"12237591727","83ب287","315547","2009-07-21","55244000"
"12237591727","29و250","801738","1982-02-21","300718000"
"69951900761","8237223326","356873","1972-07-20","367206000"
"69951900761","1096919522","942449","1994-12-10","555685000"
"69951900761","45و616","283873","2008-06-25","29366000"
"47522966325","9342628345","351212","2000-10-04","303707000"
"44875306844","5163372675","879462","1977-09-01","223637000"
"44875306844","19ی768","693728","1995-09-30","166430000"
"44875306844","92ق406","799415","2004-01-19","336516000"
"88264292518","3354425832","590382","2015-04-20","477657000"
"88264292518","40ر431","218641","2002-08-29","66053000"
"93199371770","16ب822","634309","2008-02-16","195296000"
"93199371770","32ر622","259155","1998-11-01","180782000"
"93199371770","32ق695","561528","1984-09-17","374754000"
"47172176079","6631958953","913560","2004-06-12","453020000"
"47172176079","89ق622","586554","1996-10-19","350498000"
"47172176079","65ج142","772699","1971-06-28","291729000"
"62238420445","3603375112","926577","1997-01-08","752401000"
"10244383013","23ر555","334061","1973-12-04","275469000"
"10244383013","43و410","664089","2017-08-20","204846000"
"10244383013","44ر688","213907","2017-10-30","380776000"
"62138681419","2172765552","878088","1986-06-07","757034000"
"62138681419","7776851240","988030","1995-11-30","790038000"
"82653310278","84و676","783206","1988-03-20","394327000"
"82653310278","97س197","367751","1993-11-17","349558000"
"80065735811","71ب049","988418","2009-09-24","89372000"
"71132476566","8870835211","964234","1985-03-12","232353000"
"71132476566","1698781007","391996","1974-08-13","483536000"
"73342139258","21ق805","787041","1991-06-25","332477000"
"43589246739","6335165556","395917","1996-12-26","559861000"
"43589246739","8051691285","217214","1976-09-12","759135000"
"98783243470","5487353425","547364","1978-08-05","754883000"
"98783243470","95ب691","367304","1998-11-16","55608000"
"98783243470","99ی148","314350","1971-10-17","31081000"
"28340699051","2299976760","409002","2002-11-28","255495000"
"28340699051","92س075","141098","1998-04-19","384153000"
"28340699051","93و060","140072","1977-07-03","268028000"
"56297518086","2798334926","357204","1976-03-23","231815000"
"56297518086","7566308873","977416","2003-11-19","731656000"
"56297518086","35ی245","143848","2006-01-11","223341000"
"23318739417","7765764429","476271","2003-09-09","296487000"
"23318739417","6286759854","425769","1971-05-17","440246000"
"23318739417","73ی540","859589","1994-12-20","392476000"
"23318739417","83ب844","146936","1973-08-16","308709000"
"23318739417","99ق788","899209","1977-10-24","280800000"
"43314636084","3152698912","603450","2013-11-20","157339000"
"43314636084","28س819","937223","1994-01-09","169673000"
"55954969676","27ب639","278971","1981-04-05","53284000"
"55954969676","16ط270","559064","2019-03-13","180705000"
"55954969676","27ج123","543725","1991-09-20","39976000"
"75317761239","96س829","117822","1970-11-16","165753000"
"75317761239","74ط606","783788","2009-02-24","176098000"
"61230925134","65س165","321186","2003-11-04","52844000"
"61230925134","74ق613","201786","1990-08-30","251507000"
"51535588830","48س642","622938","1976-09-16","211025000"
"64728718869","80س103","734765","1980-05-20","136410000"
"42861191308","14ج560","393187","1973-06-13","251803000"
"42861191308","47ب075","644612","1990-11-29","223719000"
"40338871878","45ی013","637866","2014-02-20","267671000"
"40338871878","45س487","407809","1992-12-22","201289000"
"40338871878","73ب490","607372","1981-06-04","172369000"
"51113660694","53ج590","237017","2005-03-07","142160000"
"51113660694","32ط421","328435","2012-09-08","382908000"
"81420295766","2006056381","350513","1993-10-29","672817000"
"81420295766","56ی341","632409","1985-03-25","34048000"
"55505557978","9907595734","697227","2015-09-05","525916000"
"41176944860","54ط831","445857","1995-01-09","234393000"
"41176944860","16س687","779537","2010-04-05","366392000"
"41176944860","40س581","817848","2012-04-16","55876000"
"40800705951","18ی222","178648","1970-11-13","141360000"
"40800705951","95ر233","574646","1978-06-01","105630000"
"40800705951","52س215","806654","2012-03-05","375086000"
"54844748066","23ط263","176071","1978-12-28","209552000"
"93590261948","4029056257","536103","2015-10-10","759360000"
"93590261948","2763320905","655413","1996-07-20","634835000"
"93590261948","39ی910","130659","1975-11-05","162577000"
"93590261948","36ر600","610737","2014-08-28","128156000"
"93590261948","93ط305","391107","1998-10-21","20231000"
"43857163782","8682536166","836541","2016-05-20","197233000"
"43857163782","5700927255","111630","2003-01-28","242924000"
"43857163782","65ر653","468496","2004-01-12","378075000"
"21317342607","2888677472","549230","2005-04-26","575886000"
"21317342607","21ط387","492582","2004-07-01","329892000"
"21317342607","77ر293","284662","2018-08-23","360843000"
"21317342607","77ط831","142637","2006-02-14","96091000"
"46238860291","4334862505","187006","2006-08-13","642478000"
"46238860291","59ب348","880755","2016-07-19","207004000"
"46238860291","16س682","929597","2005-03-13","23515000"
"60776613332","39ب550","201331","2008-11-06","322633000"
"60776613332","94ط187","570939","2003-04-09","271522000"
"90726199092","4846345839","126007","1989-09-01","515847000"
"90726199092","9922392759","188788","1983-06-17","755353000"
"34168636302","38و299","163610","2007-12-12","220471000"
"34168636302","52ط983","425697","2009-02-18","196380000"
"96243279593","1737161337","925113","2007-02-09","631757000"
"96243279593","97ب867","817672","1972-05-14","292387000"
"96243279593","59س029","616224","2016-03-04","105041000"
"40881551997","9037608908","813455","2002-05-19","132539000"
"40881551997","4181553982","876679","2019-03-13","217216000"
"40881551997","10ج279","617417","1976-07-20","161542000"
"69715266956","20ر541","552045","1997-11-07","359702000"
"66561839486","3426452496","299335","2001-04-20","323697000"
"66561839486","3537484515","892255","1991-08-20","263967000"
"66561839486","99ر124","603874","2001-09-27","155283000"
"66561839486","80و694","781580","2009-10-14","219299000"
"66561839486","91ب787","604708","2008-06-11","192882000"
"62138403166","29ب631","917785","1970-01-16","226556000"
"62138403166","39ر591","369628","1985-08-02","354650000"
"49316510399","2380103092","478122","1996-07-03","316174000"
"49316510399","9971004760","761955","1985-04-28","535842000"
"49316510399","35و909","415180","1997-03-01","314696000"
"42171907785","9863044450","823426","2002-03-14","232384000"
"42171907785","5351926527","658059","1994-12-31","353993000"
"42171907785","62ب213","615129","1971-12-19","128392000"
"64176921414","70ق508","146274","2017-04-25","74862000"
"64176921414","41ی546","879807","2007-11-26","319854000"
"94195846680","7133300137","932092","2008-08-15","696836000"
"94195846680","61ر302","638639","1989-04-27","174969000"
"94195846680","59و138","344309","2013-05-28","296134000"
"94195846680","80ق029","554289","1998-01-28","67017000"
"57241837875","2872522827","359122","2008-10-25","389852000"
"57241837875","81س732","314253","2002-03-13","214607000"
"57241837875","22ر134","447557","2016-09-20","115802000"
"57241837875","88ط224","439387","2006-02-16","238636000"
"41084994103","46ی562","601668","1997-07-28","292659000"
"41084994103","66ر684","564474","1973-10-20","34206000"
"41084994103","29ی396","847184","1973-11-13","79005000"
"77929809150","6005845180","340057","1977-05-04","555784000"
"77929809150","17ج578","309309","1979-01-27","33972000"
"77929809150","21و810","621847","1986-12-24","236256000"
"77929809150","69ج746","701842","2012-05-29","292843000"
"52694339415","1737193371","824455","1991-09-29","396809000"
"46996145932","4693974572","253593","1986-05-05","123269000"
"46996145932","6566982935","715431","1970-08-12","283345000"
"46996145932","81و759","241376","2013-06-25","86490000"
"16408625586","9192689614","483994","1990-07-08","235138000"
"16408625586","66و442","160408","2001-03-12","278519000"
"16408625586","38ق612","374913","1996-02-13","95445000"
"29428002033","70و723","781689","1970-02-10","146528000"
"29428002033","30ب446","896840","1986-10-02","304225000"
"29428002033","73ب000","479319","1987-12-30","317623000"
"67146475381","3186973045","725769","1980-09-24","284206000"
"67146475381","8465704041","721549","1994-01-30","430952000"
"67146475381","61ج470","855184","1995-07-09","260895000"
"67146475381","20ط802","563324","2019-11-11","319223000"
"28105899747","76ب421","550548","1971-05-15","155955000"
"28105899747","55ق737","697785","2006-10-29","299670000"
"76626827946","39ج305","755284","1992-11-04","386244000"
"91909299456","8940638247","924880","2013-05-26","346480000"
"91909299456","42ی979","873116","1994-02-13","315476000"
